"tokenId","level","biome","elevation","zoneName","xCoordinate","yCoordinate","seedValue","structureSpaceX","structureSpaceY","structureSpaceZ","chroma","mode","questionMarks"
1400,"9","83","2","Wastelands","1","11","3386","3600736","5718816","13661706","Flow","Terrain",50106
1401,"13","8","-1","Dynacrypts","45","36","2415","9531360","7625088","19115775","Pulse","Terrain",53651
1402,"13","53","4","Mecha","4","41","3512","847232","8684128","19910055","Flow","Terrain",30951
1403,"7","43","-1","Mt Zuka","23","10","1536","7413280","4659776","10219826","Pulse","Terrain",40201
1404,"11","29","4","[HOME]","17","4","3119","5295200","2541696","16944734","Flow","Terrain",46221
1405,"14","71","-1","Exduo","4","4","2825","847232","847232","20598436","Flow","Terrain",36911
1406,"13","62","1","Hypermage","9","8","4306","1906272","1694464","19433487","Flow","Terrain",43973
1407,"14","66","4","Holo","41","14","581","8684128","2965312","21392716","Flow","Terrain",53338
1408,"16","35","1","Greysunn","7","3","8017","4024352","3177120","23881469","Flow","Terrain",43733
1409,"13","45","1","Hypermage","41","13","8978","8684128","2753504","19433487","Flow","Terrain",28389
1410,"14","31","-4","Holo","16","24","1203","3388928","5083392","20121868","Flow","Terrain",53511
1411,"9","86","-1","Wastelands","1","3","3473","3600736","4024352","13185138","Flow","Terrain",38604
1412,"14","36","3","Shiro","10","23","4312","2118080","4871584","21233860","Hyper","Terrain",24486
1413,"8","0","2","Everglades","12","7","6353","5083392","4024352","12179050","Flow","Terrain",42493
1414,"11","31","0","[DARK]","29","14","5695","7836896","4659776","16309310","Pulse","Terrain",43939
1415,"17","58","0","Alto","11","7","5911","5718816","4871584","25205273","Pulse","Terrain",39576
1416,"13","54","2","Nightrose","12","18","7741","2541696","3812544","19592343","Pulse","Terrain",26570
1417,"14","31","2","Mirage","26","41","3223","5507008","8684128","21075004","Hyper","Terrain",38042
1418,"11","64","1","[BLOOD]","27","10","8019","7413280","3812544","16468166","Flow","Terrain",35233
1419,"11","71","-1","[WEN]","29","5","2485","7836896","2753504","16150454","Pulse","Terrain",44940
1420,"14","49","0","Riso","14","21","5649","2965312","4447968","20757292","Pulse","Terrain",53840
1421,"16","64","-1","Uwo","7","19","852","4024352","6566048","23563757","Hyper","Terrain",33048
1422,"14","44","4","Holo","26","2","842","5507008","423616","21392716","Pulse","Terrain",52891
1423,"14","43","-1","Exduo","34","28","6801","7201472","5930624","20598436","Flow","Terrain",31024
1424,"17","8","2","Alto","14","12","2156","6354240","5930624","25522985","Flow","Terrain",52453
1425,"16","43","2","Blossom","23","16","5887","7413280","5930624","24040325","Pulse","Terrain",46264
1426,"11","83","1","[BLOOD]","3","5","9108","2329888","2753504","16468166","Flow","Terrain",48413
1427,"9","56","0","Aria","6","14","6012","4659776","6354240","13343994","Flow","Terrain",31715
1428,"15","38","4","Venmon","0","0","2089","2541696","2541696","22875376","Hyper","Terrain",52980
1429,"8","60","2","Everglades","19","22","5273","6566048","7201472","12179050","Flow","Terrain",16815
1430,"9","84","-1","Wastelands","9","15","8455","5295200","6566048","13185138","Pulse","Terrain",26519
1431,"10","69","2","[CUR2]","21","14","7895","6142432","4659776","15144362","Pulse","Terrain",47933
1432,"13","43","1","Hypermage","25","39","7771","5295200","8260512","19433487","Pulse","Terrain",35571
1433,"13","47","3","Grove","24","16","4356","5083392","3388928","19751199","Flow","Terrain",26239
1434,"14","0","4","Holo","34","42","1324","7201472","8895936","21392716","Pulse","Terrain",44339
1435,"13","50","4","Mecha","11","26","9211","2329888","5507008","19910055","Pulse","Terrain",44092
1436,"4","56","-1","Kairo","5","4","8615","4447968","4236160","5771858","Pulse","Terrain",36622
1437,"13","46","1","Hypermage","30","46","2696","6354240","9743168","19433487","Hyper","Terrain",42589
1438,"15","34","0","Pepo","20","15","2378","6777856","5718816","22239952","Pulse","Terrain",36307
1439,"13","72","1","Hypermage","25","26","4869","5295200","5507008","19433487","Pulse","Terrain",39746
1440,"7","55","-3","Zerinia","13","18","7944","5295200","6354240","9902114","Flow","Terrain",53859
1441,"15","34","3","Blushing","1","13","6446","2753504","5295200","22716520","Pulse","Terrain",35873
1442,"8","42","1","Kippsun","20","4","8740","6777856","3388928","12020194","Flow","Terrain",29921
1443,"17","1","4","Alto","9","9","2322","5295200","5295200","25840697","Pulse","Terrain",47668
1444,"12","2","2","Palace","7","12","9106","4871584","5930624","18109683","Pulse","Terrain",42306
1445,"10","0","4","[MOON]","25","3","7315","6989664","2329888","15462074","Flow","Daydream",23406
1446,"13","9","3","Grove","25","12","9195","5295200","2541696","19751199","Flow","Terrain",47831
1447,"10","69","1","[HYCA]","9","21","6137","3600736","6142432","14985506","Flow","Terrain",40279
1448,"3","77","0","Kairo","2","7","3223","4659776","5718816","4448058","Flow","Terrain",31832
1449,"14","26","0","Riso","36","14","1886","7625088","2965312","20757292","Pulse","Terrain",21357
1450,"14","31","1","Hyphae","43","31","8634","9107744","6566048","20916148","Flow","Terrain",35886
1451,"6","32","1","Bubble","8","13","9708","4236160","5295200","9054882","Flow","Terrain",50127
1452,"14","22","4","Holo","24","35","4667","5083392","7413280","21392716","Flow","Terrain",32659
1453,"14","54","2","Mirage","24","30","3744","5083392","6354240","21075004","Flow","Terrain",53945
1454,"13","58","0","Arc","24","42","9682","5083392","8895936","19274631","Flow","Terrain",49910
1455,"6","15","1","Bubble","8","23","4016","4236160","7413280","9054882","Pulse","Terrain",44267
1456,"6","36","0","Angel","0","8","7701","2541696","4236160","8896026","Pulse","Terrain",46122
1457,"14","54","1","Hyphae","9","11","6836","1906272","2329888","20916148","Flow","Terrain",27219
1458,"13","61","3","Grove","8","28","984","1694464","5930624","19751199","Flow","Terrain",19047
1459,"8","64","4","Promiselands","17","0","2124","6142432","2541696","12496762","Flow","Terrain",40174
1460,"8","8","1","Kippsun","6","7","3310","3812544","4024352","12020194","Flow","Terrain",42998
1461,"14","33","3","Shiro","11","11","8161","2329888","2329888","21233860","Pulse","Terrain",46996
1462,"14","57","-3","Warp","19","20","9065","4024352","4236160","20280724","Flow","Terrain",43896
1463,"6","1","1","Bubble","6","14","5479","3812544","5507008","9054882","Hyper","Terrain",27963
1464,"14","50","1","Hyphae","36","33","2192","7625088","6989664","20916148","Pulse","Terrain",48049
1465,"14","4","-1","Exduo","46","28","9704","9743168","5930624","20598436","Flow","Terrain",47490
1466,"13","50","2","Nightrose","21","1","9687","4447968","211808","19592343","Flow","Terrain",51947
1467,"8","16","-1","Akileaf","10","14","4269","4659776","5507008","11702482","Flow","Terrain",27508
1468,"13","50","0","Arc","2","31","1622","423616","6566048","19274631","Flow","Terrain",51736
1469,"10","52","4","[MOON]","16","24","507","5083392","6777856","15462074","Pulse","Terrain",48163
1470,"5","75","2","Royal","0","8","4446","3388928","5083392","7731082","Pulse","Terrain",26593
1471,"6","34","0","Angel","6","19","9804","3812544","6566048","8896026","Flow","Terrain",37562
1472,"11","54","0","[DARK]","29","16","6895","7836896","5083392","16309310","Flow","Terrain",52787
1473,"13","26","4","Mecha","11","32","8176","2329888","6777856","19910055","Pulse","Terrain",41914
1474,"13","45","1","Hypermage","15","29","8272","3177120","6142432","19433487","Flow","Terrain",49700
1475,"13","33","1","Hypermage","41","21","5668","8684128","4447968","19433487","Pulse","Terrain",28886
1476,"9","1","-1","Wastelands","10","8","2633","5507008","5083392","13185138","Pulse","Daydream",43216
1477,"14","30","-2","Radiant","20","18","5696","4236160","3812544","20439580","Pulse","Terrain",41448
1478,"11","44","-1","[WEN]","8","5","575","3388928","2753504","16150454","Pulse","Terrain",15324
1479,"16","58","-1","Uwo","16","3","8350","5930624","3177120","23563757","Flow","Terrain",49407
1480,"13","53","1","Hypermage","46","11","3609","9743168","2329888","19433487","Flow","Terrain",49311
1481,"13","49","2","Nightrose","31","3","952","6566048","635424","19592343","Flow","Terrain",30136
1482,"8","28","0","Calyx","14","9","8170","5507008","4447968","11861338","Flow","Terrain",35995
1483,"5","31","1","Xleph","11","15","2168","5718816","6566048","7572226","Flow","Terrain",40020
1484,"13","40","2","Nightrose","28","1","2969","5930624","211808","19592343","Flow","Terrain",45099
1485,"13","0","2","Nightrose","22","13","3135","4659776","2753504","19592343","Pulse","Terrain",53334
1486,"14","45","0","Riso","4","3","7173","847232","635424","20757292","Flow","Terrain",39148
1487,"9","91","0","Aria","11","15","5570","5718816","6566048","13343994","Hyper","Terrain",21644
1488,"14","57","2","Mirage","45","2","7170","9531360","423616","21075004","Flow","Terrain",33572
1489,"9","75","-1","Wastelands","1","4","4213","3600736","4236160","13185138","Flow","Terrain",49737
1490,"13","71","0","Arc","34","11","5335","7201472","2329888","19274631","Flow","Terrain",52500
1491,"10","58","0","[YUNA]","9","13","7599","3600736","4447968","14826650","Flow","Terrain",24525
1492,"5","85","-4","Royal","1","14","2518","3600736","6354240","6777946","Flow","Terrain",31862
1493,"13","48","2","Nightrose","22","16","2349","4659776","3388928","19592343","Pulse","Terrain",22560
1494,"13","45","2","Nightrose","0","24","263","0","5083392","19592343","Pulse","Terrain",27960
1495,"14","75","1","Hyphae","29","28","6807","6142432","5930624","20916148","Flow","Terrain",39470
1496,"16","34","4","Ouallada","10","7","5492","4659776","4024352","24358037","Flow","Terrain",51456
1497,"14","23","-4","Holo","28","15","9449","5930624","3177120","20121868","Flow","Terrain",23519
1498,"6","48","-1","Mori","22","11","3478","7201472","4871584","8737170","Pulse","Terrain",45969
1499,"13","49","2","Nightrose","10","17","5464","2118080","3600736","19592343","Flow","Terrain",37173
1500,"2","59","-4","Kairo","7","5","5176","5718816","5295200","2329978","Flow","Terrain",33585
1501,"15","43","3","Blushing","1","9","8400","2753504","4447968","22716520","Flow","Terrain",31213
1502,"8","36","0","Calyx","7","12","354","4024352","5083392","11861338","Hyper","Terrain",52362
1503,"10","38","3","[NEON]","2","1","4819","2118080","1906272","15303218","Flow","Terrain",12618
1504,"19","7","0","Alto","0","2","3904","4236160","4659776","28170594","Flow","Terrain",48148
1505,"13","53","2","Nightrose","15","32","5915","3177120","6777856","19592343","Pulse","Terrain",49074
1506,"10","63","4","[MOON]","23","6","4461","6566048","2965312","15462074","Flow","Terrain",27956
1507,"10","18","-1","[SEP]","9","31","9451","3600736","8260512","14667794","Flow","Terrain",53044
1508,"9","1","4","Dhampir","15","3","3180","6566048","4024352","13979418","Flow","Terrain",30170
1509,"13","72","-1","Dynacrypts","45","4","9418","9531360","847232","19115775","Flow","Terrain",52110
1510,"6","5","3","Toad","8","4","4299","4236160","3388928","9372594","Flow","Terrain",41927
1511,"8","13","-3","Cradle","4","10","6749","3388928","4659776","11384770","Pulse","Terrain",47560
1512,"10","85","2","[CUR2]","18","10","9612","5507008","3812544","15144362","Flow","Terrain",31291
1513,"10","29","3","[NEON]","31","20","9598","8260512","5930624","15303218","Flow","Terrain",27337
1514,"13","60","1","Hypermage","10","46","3217","2118080","9743168","19433487","Pulse","Terrain",39719
1515,"13","60","4","Mecha","6","22","9937","1270848","4659776","19910055","Pulse","Terrain",26097
1516,"7","75","1","Intro Forest","17","10","2116","6142432","4659776","10537538","Flow","Terrain",30069
1517,"13","58","0","Arc","39","14","147","8260512","2965312","19274631","Flow","Terrain",51691
1518,"13","54","0","Arc","32","30","9304","6777856","6354240","19274631","Pulse","Terrain",52040
1519,"13","59","0","Arc","35","18","7566","7413280","3812544","19274631","Flow","Terrain",46593
1520,"15","44","3","Blushing","5","6","4116","3600736","3812544","22716520","Pulse","Terrain",49082
1521,"15","43","4","Venmon","23","7","5658","7413280","4024352","22875376","Flow","Terrain",28385
1522,"11","1","3","[MENU]","26","23","4981","7201472","6566048","16785878","Flow","Terrain",35653
1523,"13","43","0","Arc","47","6","4905","9954976","1270848","19274631","Flow","Terrain",52848
1524,"14","58","-1","Exduo","16","39","8829","3388928","8260512","20598436","Flow","Terrain",42614
1525,"14","72","4","Holo","18","4","3285","3812544","847232","21392716","Pulse","Terrain",36164
1526,"3","84","2","Kairo","1","3","5505","4447968","4871584","4765770","Pulse","Terrain",43321
1527,"7","43","3","First Earth","21","4","1019","6989664","3388928","10855250","Pulse","Terrain",53577
1528,"6","28","-4","Ender","19","15","3232","6566048","5718816","8260602","Pulse","Terrain",36677
1529,"11","60","1","[BLOOD]","16","30","4039","5083392","8048704","16468166","Pulse","Terrain",41001
1530,"14","27","-4","Holo","26","22","3268","5507008","4659776","20121868","Flow","Terrain",49386
1531,"7","47","4","Mt Zuka","15","10","1834","5718816","4659776","11014106","Pulse","Terrain",53166
1532,"15","36","0","Pepo","9","1","9324","4447968","2753504","22239952","Flow","Terrain",36002
1533,"8","60","2","Everglades","5","23","9911","3600736","7413280","12179050","Flow","Terrain",41594
1534,"13","31","1","Hypermage","45","11","9267","9531360","2329888","19433487","Pulse","Terrain",45576
1535,"8","63","1","Kippsun","19","10","4361","6566048","4659776","12020194","Flow","Terrain",32155
1536,"13","70","0","Arc","36","18","3485","7625088","3812544","19274631","Flow","Terrain",52240
1537,"7","30","0","Jadeite","21","8","360","6989664","4236160","10378682","Flow","Terrain",21685
1538,"8","62","0","Calyx","7","22","5747","4024352","7201472","11861338","Flow","Terrain",46604
1539,"8","44","2","Everglades","21","16","6403","6989664","5930624","12179050","Pulse","Terrain",30015
1540,"13","47","4","Mecha","10","24","3866","2118080","5083392","19910055","Pulse","Terrain",14356
1541,"11","91","2","[BOSS]","28","20","1069","7625088","5930624","16627022","Flow","Terrain",41721
1542,"4","52","-1","Kairo","9","8","6173","5295200","5083392","5771858","Flow","Terrain",25513
1543,"11","34","-1","[WEN]","23","19","9254","6566048","5718816","16150454","Flow","Terrain",48802
1544,"15","53","0","Pepo","17","2","4971","6142432","2965312","22239952","Flow","Terrain",30179
1545,"7","21","1","Intro Forest","19","14","6928","6566048","5507008","10537538","Flow","Terrain",49564
1546,"10","8","-2","[NOV]","3","26","2575","2329888","7201472","14508938","Flow","Terrain",31937
1547,"8","34","0","Calyx","12","18","7503","5083392","6354240","11861338","Flow","Terrain",49442
1548,"7","63","1","Intro Forest","9","12","2335","4447968","5083392","10537538","Flow","Terrain",41256
1549,"14","32","1","Hyphae","33","0","8887","6989664","0","20916148","Flow","Terrain",34987
1550,"7","49","2","Zerinia","9","3","1008","4447968","3177120","10696394","Flow","Terrain",20852
1551,"11","19","1","[BLOOD]","6","13","916","2965312","4447968","16468166","Flow","Terrain",50427
1552,"11","82","0","[DARK]","7","25","1351","3177120","6989664","16309310","Pulse","Terrain",18778
1553,"10","51","2","[CUR2]","11","20","4028","4024352","5930624","15144362","Pulse","Terrain",33134
1554,"13","46","-1","Dynacrypts","20","32","4096","4236160","6777856","19115775","Flow","Terrain",14022
1555,"14","48","4","Holo","14","11","5907","2965312","2329888","21392716","Flow","Terrain",39947
1556,"6","72","2","Ender","3","11","2318","3177120","4871584","9213738","Pulse","Terrain",44412
1557,"13","58","3","Grove","16","23","8961","3388928","4871584","19751199","Flow","Terrain",18857
1558,"16","34","-4","Mould","14","5","4631","5507008","3600736","23087189","Pulse","Terrain",46990
1559,"11","19","-4","[MENU]","25","3","6272","6989664","2329888","15673886","Flow","Terrain",47218
1560,"7","68","-1","Mt Zuka","14","15","5030","5507008","5718816","10219826","Flow","Terrain",46775
1561,"14","52","1","Hyphae","45","42","5788","9531360","8895936","20916148","Flow","Terrain",38365
1562,"14","71","-2","Radiant","15","34","2233","3177120","7201472","20439580","Flow","Terrain",36535
1563,"17","14","4","Alto","1","15","8451","3600736","6566048","25840697","Pulse","Terrain",33954
1564,"15","56","0","Pepo","17","21","4286","6142432","6989664","22239952","Hyper","Origin Daydream",25942
1565,"17","31","1","Alto","4","9","3260","4236160","5295200","25364129","Flow","Terrain",27380
1566,"5","90","2","Royal","8","3","3263","5083392","4024352","7731082","Flow","Terrain",49141
1567,"13","47","2","Nightrose","6","26","7133","1270848","5507008","19592343","Flow","Terrain",31901
1568,"10","29","-1","[SEP]","16","4","5414","5083392","2541696","14667794","Pulse","Terrain",41286
1569,"14","68","4","Holo","14","13","5375","2965312","2753504","21392716","Flow","Terrain",26184
1570,"13","62","0","Arc","46","34","8287","9743168","7201472","19274631","Flow","Terrain",46115
1571,"15","57","0","Pepo","23","17","7384","7413280","6142432","22239952","Pulse","Terrain",20210
1572,"11","45","1","[BLOOD]","23","8","8929","6566048","3388928","16468166","Flow","Terrain",43441
1573,"13","51","0","Arc","42","25","4332","8895936","5295200","19274631","Flow","Terrain",52184
1574,"14","75","-4","Holo","30","10","110","6354240","2118080","20121868","Hyper","Terrain",39224
1575,"17","90","0","Alto","9","1","5516","5295200","3600736","25205273","Flow","Terrain",30786
1576,"16","70","-1","Uwo","4","15","9400","3388928","5718816","23563757","Flow","Terrain",49894
1577,"13","67","4","Mecha","2","42","2383","423616","8895936","19910055","Flow","Terrain",35410
1578,"14","28","2","Mirage","36","35","3829","7625088","7413280","21075004","Flow","Terrain",40424
1579,"12","14","4","Palace","1","15","2075","3600736","6566048","18427395","Pulse","Terrain",33214
1580,"13","44","0","Arc","38","2","8949","8048704","423616","19274631","Flow","Terrain",49840
1581,"11","68","1","[BLOOD]","23","0","7964","6566048","1694464","16468166","Pulse","Terrain",50073
1582,"13","62","1","Hypermage","25","47","3468","5295200","9954976","19433487","Flow","Terrain",46885
1583,"10","41","-1","[SEP]","6","20","3417","2965312","5930624","14667794","Flow","Terrain",35627
1584,"13","46","-3","Valeria","42","31","9071","8895936","6566048","18798063","Flow","Terrain",40931
1585,"17","3","4","Alto","0","15","4361","3388928","6566048","25840697","Flow","Terrain",48311
1586,"16","58","3","Mould","9","3","3404","4447968","3177120","24199181","Flow","Terrain",50109
1587,"14","56","0","Riso","46","45","2336","9743168","9531360","20757292","Flow","Terrain",41824
1588,"14","61","4","Holo","22","8","7719","4659776","1694464","21392716","Flow","Terrain",53775
1589,"11","85","-4","[MENU]","12","28","6471","4236160","7625088","15673886","Pulse","Terrain",51071
1590,"14","50","3","Shiro","6","46","4734","1270848","9743168","21233860","Flow","Terrain",37711
1591,"15","27","1","pfpfpfpbbx80","13","3","5178","5295200","3177120","22398808","Flow","Terrain",36339
1592,"7","26","1","Intro Forest","7","21","3953","4024352","6989664","10537538","Hyper","Terrain",46869
1593,"10","16","1","[HYCA]","28","0","2494","7625088","1694464","14985506","Pulse","Terrain",44404
1594,"2","18","4","Kairo","2","6","3741","4659776","5507008","3600826","Flow","Terrain",51836
1595,"14","35","4","Holo","44","10","4960","9319552","2118080","21392716","Flow","Terrain",35022
1596,"13","59","3","Grove","29","19","8297","6142432","4024352","19751199","Flow","Terrain",37218
1597,"14","28","4","Holo","10","43","1716","2118080","9107744","21392716","Pulse","Terrain",16473
1598,"16","51","-4","Mould","15","4","6403","5718816","3388928","23087189","Pulse","Terrain",32087
1599,"15","49","4","Venmon","20","7","2896","6777856","4024352","22875376","Pulse","Terrain",40293
1600,"5","90","-4","Royal","0","13","9013","3388928","6142432","6777946","Hyper","Terrain",44537
1601,"10","30","1","[HYCA]","0","30","6719","1694464","8048704","14985506","Pulse","Terrain",47784
1602,"13","55","4","Mecha","15","21","5333","3177120","4447968","19910055","Flow","Terrain",44516
1603,"6","11","4","Rocket","9","6","879","4447968","3812544","9531450","Flow","Terrain",26801
1604,"14","30","-4","Holo","17","23","14","3600736","4871584","20121868","Pulse","Terrain",49766
1605,"6","33","2","Ender","16","20","8991","5930624","6777856","9213738","Flow","Terrain",37947
1606,"7","49","3","First Earth","6","18","2916","3812544","6354240","10855250","Flow","Terrain",40097
1607,"14","55","-4","Holo","25","24","3340","5295200","5083392","20121868","Pulse","Terrain",40115
1608,"4","56","3","Kairo","13","6","1696","6142432","4659776","6407282","Pulse","Terrain",53941
1609,"11","64","-1","[WEN]","1","0","4619","1906272","1694464","16150454","Pulse","Terrain",24055
1610,"19","17","4","Alto","4","1","901","5083392","4447968","28806018","Flow","Terrain",34071
1611,"13","52","1","Hypermage","13","12","5428","2753504","2541696","19433487","Flow","Terrain",36000
1612,"9","88","2","Wastelands","1","7","6449","3600736","4871584","13661706","Pulse","Terrain",48199
1613,"9","83","3","Aria","3","8","8483","4024352","5083392","13820562","Flow","Terrain",48909
1614,"13","57","3","Grove","0","7","6142","0","1482656","19751199","Flow","Terrain",30558
1615,"11","18","-4","[MENU]","19","18","938","5718816","5507008","15673886","Flow","Terrain",35297
1616,"13","53","0","Arc","42","10","7608","8895936","2118080","19274631","Flow","Terrain",39082
1617,"14","45","4","Holo","8","21","437","1694464","4447968","21392716","Pulse","Terrain",39403
1618,"13","40","-3","Valeria","43","34","8876","9107744","7201472","18798063","Hyper","Terrain",49802
1619,"14","35","3","Shiro","4","23","1960","847232","4871584","21233860","Pulse","Terrain",39452
1620,"15","56","4","Venmon","23","5","1688","7413280","3600736","22875376","Pulse","Terrain",32562
1621,"8","48","-3","Cradle","3","8","599","3177120","4236160","11384770","Flow","Terrain",53875
1622,"14","72","1","Hyphae","0","18","3143","0","3812544","20916148","Pulse","Terrain",29660
1623,"13","6","0","Arc","13","5","4851","2753504","1059040","19274631","Flow","Terrain",52999
1624,"14","58","1","Hyphae","32","31","1486","6777856","6566048","20916148","Flow","Terrain",50192
1625,"4","58","0","Kairo","14","15","2311","6354240","6566048","5930714","Pulse","Terrain",41799
1626,"12","6","-4","Palace","13","0","246","6142432","3388928","17156547","Pulse","Terrain",49566
1627,"9","89","1","Dhampir","7","3","2775","4871584","4024352","13502850","Flow","Terrain",50059
1628,"5","49","0","Tetsu","12","2","1679","5930624","3812544","7413370","Flow","Terrain",24716
1629,"14","0","-4","Holo","30","11","124","6354240","2329888","20121868","Flow","Terrain",49982
1630,"8","38","0","Calyx","11","20","4679","4871584","6777856","11861338","Pulse","Terrain",45684
1631,"10","55","2","[CUR2]","13","11","7058","4447968","4024352","15144362","Flow","Terrain",16739
1632,"6","30","3","Toad","2","18","3945","2965312","6354240","9372594","Hyper","Origin Daydream",43589
1633,"10","58","-3","[SUN]","6","22","5880","2965312","6354240","14350082","Flow","Terrain",44866
1634,"13","53","-1","Dynacrypts","37","16","1105","7836896","3388928","19115775","Hyper","Terrain",35849
1635,"8","3","3","Cradle","18","0","2508","6354240","2541696","12337906","Flow","Terrain",49098
1636,"16","53","4","Ouallada","20","19","6847","6777856","6566048","24358037","Flow","Terrain",49650
1637,"14","48","2","Mirage","11","39","4190","2329888","8260512","21075004","Flow","Terrain",37567
1638,"13","39","4","Mecha","9","27","7160","1906272","5718816","19910055","Hyper","Terrain",19022
1639,"14","48","1","Hyphae","11","37","1420","2329888","7836896","20916148","Flow","Terrain",29305
1640,"17","4","1","Alto","3","10","4632","4024352","5507008","25364129","Flow","Terrain",43447
1641,"14","32","1","Hyphae","24","11","1111","5083392","2329888","20916148","Flow","Terrain",35356
1642,"8","62","0","Calyx","8","19","3304","4236160","6566048","11861338","Pulse","Terrain",47211
1643,"6","47","3","Toad","18","23","1024","6354240","7413280","9372594","Pulse","Terrain",35017
1644,"13","4","-1","Dynacrypts","45","34","7931","9531360","7201472","19115775","Flow","Terrain",46248
1645,"14","31","-1","Exduo","24","13","9836","5083392","2753504","20598436","Flow","Terrain",32880
1646,"14","45","-3","Warp","14","31","7066","2965312","6566048","20280724","Flow","Terrain",53484
1647,"15","48","-4","Gemina","3","20","2937","3177120","6777856","21604528","Flow","Terrain",52505
1648,"6","64","-4","Ender","18","15","7495","6354240","5718816","8260602","Flow","Terrain",42536
1649,"7","45","1","Intro Forest","19","23","1740","6566048","7413280","10537538","Pulse","Terrain",47724
1650,"18","45","4","Alto","6","2","1041","5507008","4659776","27323358","Flow","Terrain",17743
1651,"9","88","-1","Wastelands","6","12","7494","4659776","5930624","13185138","Flow","Terrain",23278
1652,"13","61","2","Nightrose","29","11","8782","6142432","2329888","19592343","Flow","Terrain",18992
1653,"13","66","2","Nightrose","23","13","9670","4871584","2753504","19592343","Flow","Terrain",50851
1654,"7","22","-2","First Earth","18","7","8230","6354240","4024352","10060970","Flow","Terrain",35938
1655,"16","68","-4","Mould","15","6","4063","5718816","3812544","23087189","Flow","Terrain",52612
1656,"8","65","-1","Akileaf","9","16","9973","4447968","5930624","11702482","Flow","Terrain",39237
1657,"16","50","0","Treasure","14","1","7842","5507008","2753504","23722613","Flow","Terrain",29858
1658,"14","52","2","Mirage","13","42","3135","2753504","8895936","21075004","Hyper","Terrain",26775
1659,"13","51","1","Hypermage","20","25","5525","4236160","5295200","19433487","Flow","Terrain",52908
1660,"16","56","4","Ouallada","19","1","9363","6566048","2753504","24358037","Flow","Terrain",52380
1661,"13","24","1","Hypermage","19","38","9452","4024352","8048704","19433487","Flow","Terrain",33936
1662,"16","34","2","Blossom","5","5","2049","3600736","3600736","24040325","Flow","Terrain",48392
1663,"13","47","4","Mecha","25","23","4886","5295200","4871584","19910055","Flow","Terrain",10333
1664,"13","36","0","Arc","25","28","3707","5295200","5930624","19274631","Flow","Terrain",29173
1665,"14","65","0","Riso","11","34","8100","2329888","7201472","20757292","Pulse","Terrain",31468
1666,"11","33","3","[MENU]","17","7","8495","5295200","3177120","16785878","Flow","Terrain",44795
1667,"6","5","1","Bubble","17","17","2576","6142432","6142432","9054882","Hyper","Terrain",41320
1668,"13","7","1","Hypermage","16","42","9489","3388928","8895936","19433487","Pulse","Terrain",49433
1669,"6","35","1","Bubble","3","14","7613","3177120","5507008","9054882","Pulse","Terrain",20826
1670,"10","33","0","[YUNA]","31","28","3800","8260512","7625088","14826650","Flow","Terrain",12093
1666,"11","33","3","[MENU]","17","7","8495","5295200","3177120","16785878","Flow","Terrain",44795
1667,"6","5","1","Bubble","17","17","2576","6142432","6142432","9054882","Hyper","Terrain",41320
1668,"13","7","1","Hypermage","16","42","9489","3388928","8895936","19433487","Pulse","Terrain",49433
1669,"6","35","1","Bubble","3","14","7613","3177120","5507008","9054882","Pulse","Terrain",20826
1670,"10","33","0","[YUNA]","31","28","3800","8260512","7625088","14826650","Flow","Terrain",12093
1676,"13","1","1","Hypermage","24","35","352","5083392","7413280","19433487","Pulse","Terrain",49975
1677,"6","22","-4","Ender","10","15","3520","4659776","5718816","8260602","Flow","Terrain",46485
1678,"14","68","4","Holo","21","3","7064","4447968","635424","21392716","Hyper","Terrain",17610
1679,"8","30","0","Calyx","21","4","5724","6989664","3388928","11861338","Flow","Terrain",45353
1680,"6","27","-4","Ender","19","7","8573","6566048","4024352","8260602","Pulse","Terrain",47174
1681,"8","65","3","Cradle","9","4","5442","4447968","3388928","12337906","Pulse","Terrain",37148
1682,"11","43","-1","[WEN]","8","2","3039","3388928","2118080","16150454","Flow","Terrain",34148
1683,"20","28","3","Alto","3","3","3449","5295200","5295200","30129823","Flow","Terrain",35380
1684,"11","70","4","[HOME]","1","27","612","1906272","7413280","16944734","Flow","Terrain",29614
1685,"8","29","-2","Promiselands","12","15","7261","5083392","5718816","11543626","Flow","Terrain",30575
1686,"10","43","-1","[SEP]","11","10","3090","4024352","3812544","14667794","Flow","Terrain",37383
1687,"14","29","-3","Warp","2","6","1925","423616","1270848","20280724","Flow","Terrain",34623
1688,"8","12","3","Cradle","23","7","7983","7413280","4024352","12337906","Pulse","Terrain",23310
1689,"14","71","4","Holo","7","18","7201","1482656","3812544","21392716","Flow","Terrain",49018
1690,"13","44","1","Hypermage","38","6","2760","8048704","1270848","19433487","Flow","Terrain",29642
1691,"15","50","2","Linosim","0","3","3572","2541696","3177120","22557664","Flow","Terrain",36902
1692,"14","5","4","Holo","11","15","969","2329888","3177120","21392716","Pulse","Terrain",38846
1693,"13","47","2","Nightrose","2","34","8881","423616","7201472","19592343","Pulse","Terrain",26399
1694,"11","38","-1","[WEN]","8","0","701","3388928","1694464","16150454","Flow","Terrain",42758
1695,"14","45","0","Riso","44","23","6882","9319552","4871584","20757292","Flow","Terrain",24592
1696,"13","70","2","Nightrose","20","10","232","4236160","2118080","19592343","Flow","Terrain",31017
